filepath,masks,objects
batch_01_vt/1045.jpg,batch_01_vt_masks/1045.png,"[0, 8, 9]"
batch_01_vt/1048.jpg,batch_01_vt_masks/1048.png,"[0, 11]"
batch_01_vt/1049.jpg,batch_01_vt_masks/1049.png,"[0, 3, 7]"
batch_01_vt/1050.jpg,batch_01_vt_masks/1050.png,"[0, 4, 7]"
batch_01_vt/1052.jpg,batch_01_vt_masks/1052.png,"[0, 3, 7, 8]"
batch_01_vt/1053.jpg,batch_01_vt_masks/1053.png,"[0, 3, 5, 11]"
batch_01_vt/1056.jpg,batch_01_vt_masks/1056.png,"[0, 3]"
batch_01_vt/1058.jpg,batch_01_vt_masks/1058.png,"[0, 2, 6, 9]"
batch_01_vt/1060.jpg,batch_01_vt_masks/1060.png,"[0, 2, 3, 11]"
batch_01_vt/1061.jpg,batch_01_vt_masks/1061.png,"[0, 9]"
batch_01_vt/1065.jpg,batch_01_vt_masks/1065.png,"[0, 3, 9]"
batch_01_vt/1066.jpg,batch_01_vt_masks/1066.png,"[0, 8]"
batch_01_vt/1067.jpg,batch_01_vt_masks/1067.png,"[0, 9]"
batch_01_vt/1068.jpg,batch_01_vt_masks/1068.png,"[0, 6]"
batch_01_vt/1069.jpg,batch_01_vt_masks/1069.png,"[0, 9]"
batch_01_vt/1070.jpg,batch_01_vt_masks/1070.png,"[0, 1, 2, 3, 5, 7, 9]"
batch_01_vt/1071.jpg,batch_01_vt_masks/1071.png,"[0, 2, 9]"
batch_01_vt/1072.jpg,batch_01_vt_masks/1072.png,"[0, 3]"
batch_01_vt/1074.jpg,batch_01_vt_masks/1074.png,"[0, 9]"
batch_01_vt/1076.jpg,batch_01_vt_masks/1076.png,"[0, 2, 9, 10]"
batch_01_vt/1077.jpg,batch_01_vt_masks/1077.png,"[0, 9]"
batch_01_vt/1082.jpg,batch_01_vt_masks/1082.png,"[0, 1, 5]"
batch_01_vt/1083.jpg,batch_01_vt_masks/1083.png,"[0, 7]"
batch_01_vt/1084.jpg,batch_01_vt_masks/1084.png,"[0, 8]"
batch_01_vt/1086.jpg,batch_01_vt_masks/1086.png,"[0, 2]"
batch_01_vt/1087.jpg,batch_01_vt_masks/1087.png,"[0, 3]"
batch_01_vt/1088.jpg,batch_01_vt_masks/1088.png,"[0, 9]"
batch_01_vt/1089.jpg,batch_01_vt_masks/1089.png,"[0, 2]"
batch_01_vt/1090.jpg,batch_01_vt_masks/1090.png,"[0, 8]"
batch_01_vt/1091.jpg,batch_01_vt_masks/1091.png,"[0, 8]"
batch_01_vt/1093.jpg,batch_01_vt_masks/1093.png,"[0, 8]"
batch_01_vt/1094.jpg,batch_01_vt_masks/1094.png,"[0, 9]"
batch_01_vt/1095.jpg,batch_01_vt_masks/1095.png,"[0, 2]"
batch_01_vt/1097.jpg,batch_01_vt_masks/1097.png,"[0, 3]"
batch_01_vt/1099.jpg,batch_01_vt_masks/1099.png,"[0, 9]"
batch_01_vt/1100.jpg,batch_01_vt_masks/1100.png,"[0, 9]"
batch_01_vt/1101.jpg,batch_01_vt_masks/1101.png,"[0, 2, 9]"
batch_01_vt/1102.jpg,batch_01_vt_masks/1102.png,"[0, 2]"
batch_01_vt/1104.jpg,batch_01_vt_masks/1104.png,"[0, 3]"
batch_01_vt/1105.jpg,batch_01_vt_masks/1105.png,"[0, 8]"
batch_01_vt/1106.jpg,batch_01_vt_masks/1106.png,"[0, 8]"
batch_01_vt/1107.jpg,batch_01_vt_masks/1107.png,"[0, 8]"
batch_01_vt/1109.jpg,batch_01_vt_masks/1109.png,"[0, 3]"
batch_01_vt/1110.jpg,batch_01_vt_masks/1110.png,"[0, 9]"
batch_01_vt/1112.jpg,batch_01_vt_masks/1112.png,"[0, 3]"
batch_01_vt/1114.jpg,batch_01_vt_masks/1114.png,"[0, 9]"
batch_01_vt/1115.jpg,batch_01_vt_masks/1115.png,"[0, 7, 8]"
batch_01_vt/1116.jpg,batch_01_vt_masks/1116.png,"[0, 2, 7]"
batch_01_vt/1117.jpg,batch_01_vt_masks/1117.png,"[0, 2, 3, 5, 7, 9]"
batch_01_vt/1118.jpg,batch_01_vt_masks/1118.png,"[0, 9]"
batch_01_vt/1119.jpg,batch_01_vt_masks/1119.png,"[0, 1, 2, 3, 5, 7, 8, 9]"
batch_01_vt/1120.jpg,batch_01_vt_masks/1120.png,"[0, 1, 2, 3, 4, 7, 9]"
batch_01_vt/1121.jpg,batch_01_vt_masks/1121.png,"[0, 3, 7, 9]"
batch_01_vt/1122.jpg,batch_01_vt_masks/1122.png,"[0, 3, 9]"
batch_01_vt/1125.jpg,batch_01_vt_masks/1125.png,"[0, 3]"
batch_01_vt/1127.jpg,batch_01_vt_masks/1127.png,"[0, 5, 9]"
batch_01_vt/1130.jpg,batch_01_vt_masks/1130.png,"[0, 3]"
batch_01_vt/1131.jpg,batch_01_vt_masks/1131.png,"[0, 3, 5, 6, 9]"
batch_01_vt/1132.jpg,batch_01_vt_masks/1132.png,"[0, 1, 3, 8, 9]"
batch_01_vt/1135.jpg,batch_01_vt_masks/1135.png,"[0, 2, 3, 9]"
batch_01_vt/1137.jpg,batch_01_vt_masks/1137.png,"[0, 3]"
batch_01_vt/1138.jpg,batch_01_vt_masks/1138.png,"[0, 3, 7, 9]"
batch_01_vt/1140.jpg,batch_01_vt_masks/1140.png,"[0, 7]"
batch_01_vt/1142.jpg,batch_01_vt_masks/1142.png,"[0, 3, 7]"
batch_01_vt/1146.jpg,batch_01_vt_masks/1146.png,"[0, 11]"
batch_01_vt/1147.jpg,batch_01_vt_masks/1147.png,"[0, 3, 4, 7, 9]"
batch_01_vt/1149.jpg,batch_01_vt_masks/1149.png,"[0, 3, 4, 9]"
batch_01_vt/1150.jpg,batch_01_vt_masks/1150.png,"[0, 2, 3, 4, 7, 9]"
batch_01_vt/1151.jpg,batch_01_vt_masks/1151.png,"[0, 2, 6, 9]"
batch_01_vt/1152.jpg,batch_01_vt_masks/1152.png,"[0, 2, 3, 4, 7]"
batch_01_vt/1154.jpg,batch_01_vt_masks/1154.png,"[0, 7]"
batch_01_vt/1155.jpg,batch_01_vt_masks/1155.png,"[0, 2, 7, 9]"
batch_01_vt/1159.jpg,batch_01_vt_masks/1159.png,"[0, 2, 3, 9]"
batch_01_vt/1162.jpg,batch_01_vt_masks/1162.png,"[0, 2, 3, 7, 8, 9]"
batch_01_vt/1163.jpg,batch_01_vt_masks/1163.png,"[0, 3]"
batch_01_vt/1164.jpg,batch_01_vt_masks/1164.png,"[0, 9]"
batch_01_vt/1165.jpg,batch_01_vt_masks/1165.png,"[0, 3, 9]"
batch_01_vt/1168.jpg,batch_01_vt_masks/1168.png,"[0, 2, 3, 7, 9]"
batch_01_vt/1170.jpg,batch_01_vt_masks/1170.png,"[0, 3, 9]"
batch_01_vt/1171.jpg,batch_01_vt_masks/1171.png,"[0, 9]"
batch_01_vt/1172.jpg,batch_01_vt_masks/1172.png,"[0, 2, 7]"
batch_01_vt/1176.jpg,batch_01_vt_masks/1176.png,"[0, 7, 9]"
batch_01_vt/1179.jpg,batch_01_vt_masks/1179.png,"[0, 9]"
batch_01_vt/1180.jpg,batch_01_vt_masks/1180.png,"[0, 9]"
batch_01_vt/1181.jpg,batch_01_vt_masks/1181.png,"[0, 3, 9]"
batch_01_vt/1182.jpg,batch_01_vt_masks/1182.png,"[0, 2, 3]"
batch_01_vt/1183.jpg,batch_01_vt_masks/1183.png,"[0, 2, 8]"
batch_01_vt/1185.jpg,batch_01_vt_masks/1185.png,"[0, 3, 7, 9]"
batch_01_vt/1186.jpg,batch_01_vt_masks/1186.png,"[0, 7, 9]"
batch_01_vt/1187.jpg,batch_01_vt_masks/1187.png,"[0, 9]"
batch_01_vt/1189.jpg,batch_01_vt_masks/1189.png,"[0, 3, 7, 9]"
batch_01_vt/1191.jpg,batch_01_vt_masks/1191.png,"[0, 5]"
batch_01_vt/1193.jpg,batch_01_vt_masks/1193.png,"[0, 2, 3, 8, 9]"
batch_01_vt/1195.jpg,batch_01_vt_masks/1195.png,"[0, 3, 8, 9]"
batch_01_vt/1196.jpg,batch_01_vt_masks/1196.png,"[0, 3, 8, 9]"
batch_01_vt/1198.jpg,batch_01_vt_masks/1198.png,"[0, 9]"
batch_01_vt/1199.jpg,batch_01_vt_masks/1199.png,"[0, 9]"
batch_01_vt/1200.jpg,batch_01_vt_masks/1200.png,"[0, 3, 7, 8, 9]"
batch_01_vt/1201.jpg,batch_01_vt_masks/1201.png,"[0, 2, 3, 8, 9]"
batch_01_vt/1203.jpg,batch_01_vt_masks/1203.png,"[0, 5, 7]"
batch_01_vt/1205.jpg,batch_01_vt_masks/1205.png,"[0, 9]"
batch_01_vt/1206.jpg,batch_01_vt_masks/1206.png,"[0, 2, 3, 4, 7, 8, 9]"
batch_01_vt/1207.jpg,batch_01_vt_masks/1207.png,"[0, 2, 3, 9]"
batch_01_vt/1208.jpg,batch_01_vt_masks/1208.png,"[0, 1, 3, 8, 9]"
batch_01_vt/1209.jpg,batch_01_vt_masks/1209.png,"[0, 8]"
batch_01_vt/1211.jpg,batch_01_vt_masks/1211.png,"[0, 2, 3, 7, 8, 9]"
batch_01_vt/1212.jpg,batch_01_vt_masks/1212.png,"[0, 2, 3, 4, 7, 9]"
batch_01_vt/1214.jpg,batch_01_vt_masks/1214.png,"[0, 3, 9]"
batch_01_vt/1215.jpg,batch_01_vt_masks/1215.png,"[0, 9]"
batch_01_vt/1216.jpg,batch_01_vt_masks/1216.png,"[0, 2, 3, 4, 8, 9]"
batch_01_vt/1217.jpg,batch_01_vt_masks/1217.png,"[0, 9]"
batch_01_vt/1218.jpg,batch_01_vt_masks/1218.png,"[0, 7]"
batch_01_vt/1220.jpg,batch_01_vt_masks/1220.png,"[0, 2, 3, 8, 9]"
batch_01_vt/1222.jpg,batch_01_vt_masks/1222.png,"[0, 2, 3, 7, 9]"
batch_01_vt/1229.jpg,batch_01_vt_masks/1229.png,"[0, 10]"
batch_01_vt/1231.jpg,batch_01_vt_masks/1231.png,"[0, 3, 7, 8, 9]"
batch_01_vt/1235.jpg,batch_01_vt_masks/1235.png,"[0, 2, 3, 5, 6, 7, 9]"
batch_01_vt/1236.jpg,batch_01_vt_masks/1236.png,"[0, 3, 6]"
batch_01_vt/1243.jpg,batch_01_vt_masks/1243.png,"[0, 6]"
batch_01_vt/1244.jpg,batch_01_vt_masks/1244.png,"[0, 6]"
batch_01_vt/1246.jpg,batch_01_vt_masks/1246.png,"[0, 6]"
batch_01_vt/1247.jpg,batch_01_vt_masks/1247.png,"[0, 6]"
batch_01_vt/1248.jpg,batch_01_vt_masks/1248.png,"[0, 2, 6]"
batch_01_vt/1249.jpg,batch_01_vt_masks/1249.png,"[0, 6]"
batch_01_vt/1250.jpg,batch_01_vt_masks/1250.png,"[0, 6]"
batch_01_vt/1251.jpg,batch_01_vt_masks/1251.png,"[0, 6]"
batch_01_vt/1255.jpg,batch_01_vt_masks/1255.png,"[0, 6]"
batch_01_vt/1256.jpg,batch_01_vt_masks/1256.png,"[0, 6, 9]"
batch_01_vt/1257.jpg,batch_01_vt_masks/1257.png,"[0, 6]"
batch_01_vt/1259.jpg,batch_01_vt_masks/1259.png,"[0, 6]"
batch_02_vt/0001.jpg,batch_02_vt_masks/0001.png,"[0, 6]"
batch_02_vt/0002.jpg,batch_02_vt_masks/0002.png,"[0, 2, 3, 4, 7, 8, 9]"
batch_02_vt/0003.jpg,batch_02_vt_masks/0003.png,"[0, 1, 3, 4, 7, 9]"
batch_02_vt/0006.jpg,batch_02_vt_masks/0006.png,"[0, 2, 5, 7, 9]"
batch_02_vt/0007.jpg,batch_02_vt_masks/0007.png,"[0, 9]"
batch_02_vt/0008.jpg,batch_02_vt_masks/0008.png,"[0, 3, 5, 9]"
batch_02_vt/0009.jpg,batch_02_vt_masks/0009.png,"[0, 3, 7, 9]"
batch_02_vt/0010.jpg,batch_02_vt_masks/0010.png,"[0, 3]"
batch_02_vt/0011.jpg,batch_02_vt_masks/0011.png,"[0, 3]"
batch_02_vt/0014.jpg,batch_02_vt_masks/0014.png,"[0, 3, 7, 9]"
batch_02_vt/0015.jpg,batch_02_vt_masks/0015.png,"[0, 3, 9]"
batch_02_vt/0017.jpg,batch_02_vt_masks/0017.png,"[0, 3, 8]"
batch_02_vt/0018.jpg,batch_02_vt_masks/0018.png,"[0, 1, 2, 3, 9]"
batch_02_vt/0019.jpg,batch_02_vt_masks/0019.png,"[0, 2, 3, 7, 9]"
batch_02_vt/0020.jpg,batch_02_vt_masks/0020.png,"[0, 3, 7, 8, 9]"
batch_02_vt/0022.jpg,batch_02_vt_masks/0022.png,"[0, 3, 7, 9]"
batch_02_vt/0023.jpg,batch_02_vt_masks/0023.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0024.jpg,batch_02_vt_masks/0024.png,"[0, 3, 9]"
batch_02_vt/0029.jpg,batch_02_vt_masks/0029.png,"[0, 8, 9]"
batch_02_vt/0030.jpg,batch_02_vt_masks/0030.png,"[0, 2, 3]"
batch_02_vt/0031.jpg,batch_02_vt_masks/0031.png,"[0, 3, 7]"
batch_02_vt/0032.jpg,batch_02_vt_masks/0032.png,"[0, 2, 3, 7, 9]"
batch_02_vt/0035.jpg,batch_02_vt_masks/0035.png,"[0, 3, 9]"
batch_02_vt/0036.jpg,batch_02_vt_masks/0036.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0037.jpg,batch_02_vt_masks/0037.png,"[0, 8]"
batch_02_vt/0038.jpg,batch_02_vt_masks/0038.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0040.jpg,batch_02_vt_masks/0040.png,"[0, 3]"
batch_02_vt/0042.jpg,batch_02_vt_masks/0042.png,"[0, 2, 3, 4, 7]"
batch_02_vt/0043.jpg,batch_02_vt_masks/0043.png,"[0, 3, 9]"
batch_02_vt/0044.jpg,batch_02_vt_masks/0044.png,"[0, 3, 9]"
batch_02_vt/0046.jpg,batch_02_vt_masks/0046.png,"[0, 2]"
batch_02_vt/0047.jpg,batch_02_vt_masks/0047.png,"[0, 2, 3, 9]"
batch_02_vt/0048.jpg,batch_02_vt_masks/0048.png,"[0, 3, 9]"
batch_02_vt/0049.jpg,batch_02_vt_masks/0049.png,"[0, 3, 8, 9]"
batch_02_vt/0050.jpg,batch_02_vt_masks/0050.png,"[0, 3, 5]"
batch_02_vt/0051.jpg,batch_02_vt_masks/0051.png,"[0, 3, 8, 9]"
batch_02_vt/0053.jpg,batch_02_vt_masks/0053.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0054.jpg,batch_02_vt_masks/0054.png,"[0, 3, 7, 9]"
batch_02_vt/0055.jpg,batch_02_vt_masks/0055.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0056.jpg,batch_02_vt_masks/0056.png,"[0, 3, 7, 8, 9]"
batch_02_vt/0057.jpg,batch_02_vt_masks/0057.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0058.jpg,batch_02_vt_masks/0058.png,"[0, 3, 7, 9]"
batch_02_vt/0060.jpg,batch_02_vt_masks/0060.png,"[0, 2, 3, 4, 5, 7, 9]"
batch_02_vt/0061.jpg,batch_02_vt_masks/0061.png,"[0, 3, 8, 9]"
batch_02_vt/0062.jpg,batch_02_vt_masks/0062.png,"[0, 3, 8]"
batch_02_vt/0064.jpg,batch_02_vt_masks/0064.png,"[0, 2, 3, 8]"
batch_02_vt/0065.jpg,batch_02_vt_masks/0065.png,"[0, 2, 3, 7]"
batch_02_vt/0067.jpg,batch_02_vt_masks/0067.png,"[0, 3, 9]"
batch_02_vt/0068.jpg,batch_02_vt_masks/0068.png,"[0, 2, 3]"
batch_02_vt/0069.jpg,batch_02_vt_masks/0069.png,"[0, 2, 3, 4, 7, 8, 9]"
batch_02_vt/0070.jpg,batch_02_vt_masks/0070.png,"[0, 3, 7, 9]"
batch_02_vt/0071.jpg,batch_02_vt_masks/0071.png,"[0, 2, 3, 4, 5, 9]"
batch_02_vt/0073.jpg,batch_02_vt_masks/0073.png,"[0, 3, 9]"
batch_02_vt/0077.jpg,batch_02_vt_masks/0077.png,"[0, 3]"
batch_02_vt/0078.jpg,batch_02_vt_masks/0078.png,"[0, 2, 7, 9]"
batch_02_vt/0079.jpg,batch_02_vt_masks/0079.png,"[0, 9]"
batch_02_vt/0080.jpg,batch_02_vt_masks/0080.png,"[0, 2, 7, 9]"
batch_02_vt/0082.jpg,batch_02_vt_masks/0082.png,"[0, 2, 3, 8]"
batch_02_vt/0084.jpg,batch_02_vt_masks/0084.png,"[0, 3]"
batch_02_vt/0085.jpg,batch_02_vt_masks/0085.png,"[0, 4]"
batch_02_vt/0086.jpg,batch_02_vt_masks/0086.png,"[0, 3, 7]"
batch_02_vt/0088.jpg,batch_02_vt_masks/0088.png,"[0, 3]"
batch_02_vt/0089.jpg,batch_02_vt_masks/0089.png,"[0, 9]"
batch_02_vt/0090.jpg,batch_02_vt_masks/0090.png,"[0, 3]"
batch_02_vt/0091.jpg,batch_02_vt_masks/0091.png,"[0, 8, 9]"
batch_02_vt/0093.jpg,batch_02_vt_masks/0093.png,"[0, 3, 7, 8, 9]"
batch_02_vt/0094.jpg,batch_02_vt_masks/0094.png,"[0, 7]"
batch_02_vt/0095.jpg,batch_02_vt_masks/0095.png,"[0, 7]"
batch_02_vt/0096.jpg,batch_02_vt_masks/0096.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0097.jpg,batch_02_vt_masks/0097.png,"[0, 3]"
batch_02_vt/0098.jpg,batch_02_vt_masks/0098.png,"[0, 3, 7]"
batch_02_vt/0099.jpg,batch_02_vt_masks/0099.png,"[0, 2, 3]"
batch_02_vt/0100.jpg,batch_02_vt_masks/0100.png,"[0, 2, 3, 4, 7, 9]"
batch_02_vt/0101.jpg,batch_02_vt_masks/0101.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0102.jpg,batch_02_vt_masks/0102.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0103.jpg,batch_02_vt_masks/0103.png,"[0, 3, 9]"
batch_02_vt/0104.jpg,batch_02_vt_masks/0104.png,"[0, 2, 3, 4, 9]"
batch_02_vt/0105.jpg,batch_02_vt_masks/0105.png,"[0, 4, 9]"
batch_02_vt/0106.jpg,batch_02_vt_masks/0106.png,"[0, 3, 9]"
batch_02_vt/0107.jpg,batch_02_vt_masks/0107.png,"[0, 3]"
batch_02_vt/0109.jpg,batch_02_vt_masks/0109.png,"[0, 3, 9]"
batch_02_vt/0110.jpg,batch_02_vt_masks/0110.png,"[0, 2, 3]"
batch_02_vt/0111.jpg,batch_02_vt_masks/0111.png,"[0, 3]"
batch_02_vt/0112.jpg,batch_02_vt_masks/0112.png,"[0, 3]"
batch_02_vt/0113.jpg,batch_02_vt_masks/0113.png,"[0, 6, 9]"
batch_02_vt/0114.jpg,batch_02_vt_masks/0114.png,"[0, 2, 3, 9, 11]"
batch_02_vt/0116.jpg,batch_02_vt_masks/0116.png,"[0, 3]"
batch_02_vt/0118.jpg,batch_02_vt_masks/0118.png,"[0, 3, 9]"
batch_02_vt/0120.jpg,batch_02_vt_masks/0120.png,"[0, 2, 3, 7, 9]"
batch_02_vt/0121.jpg,batch_02_vt_masks/0121.png,"[0, 2, 3, 9]"
batch_02_vt/0122.jpg,batch_02_vt_masks/0122.png,"[0, 3, 7, 9]"
batch_02_vt/0124.jpg,batch_02_vt_masks/0124.png,"[0, 5, 8, 9]"
batch_02_vt/0125.jpg,batch_02_vt_masks/0125.png,"[0, 2, 3, 9]"
batch_02_vt/0126.jpg,batch_02_vt_masks/0126.png,"[0, 6, 9]"
batch_02_vt/0128.jpg,batch_02_vt_masks/0128.png,"[0, 9]"
batch_02_vt/0129.jpg,batch_02_vt_masks/0129.png,"[0, 2, 7, 9]"
batch_02_vt/0130.jpg,batch_02_vt_masks/0130.png,"[0, 3, 7, 9]"
batch_02_vt/0131.jpg,batch_02_vt_masks/0131.png,"[0, 3, 9]"
batch_02_vt/0132.jpg,batch_02_vt_masks/0132.png,"[0, 3]"
batch_02_vt/0133.jpg,batch_02_vt_masks/0133.png,"[0, 8, 9]"
batch_02_vt/0134.jpg,batch_02_vt_masks/0134.png,"[0, 8]"
batch_02_vt/0136.jpg,batch_02_vt_masks/0136.png,"[0, 7, 8]"
batch_02_vt/0137.jpg,batch_02_vt_masks/0137.png,"[0, 2, 3, 7, 9]"
batch_02_vt/0139.jpg,batch_02_vt_masks/0139.png,"[0, 2, 9]"
batch_02_vt/0140.jpg,batch_02_vt_masks/0140.png,"[0, 9]"
batch_02_vt/0141.jpg,batch_02_vt_masks/0141.png,"[0, 9]"
batch_02_vt/0143.jpg,batch_02_vt_masks/0143.png,"[0, 2, 7, 8, 9]"
batch_02_vt/0144.jpg,batch_02_vt_masks/0144.png,"[0, 9, 11]"
batch_02_vt/0145.jpg,batch_02_vt_masks/0145.png,"[0, 7, 8, 9]"
batch_02_vt/0146.jpg,batch_02_vt_masks/0146.png,"[0, 2, 3, 9]"
batch_02_vt/0148.jpg,batch_02_vt_masks/0148.png,"[0, 2, 7, 9]"
batch_02_vt/0149.jpg,batch_02_vt_masks/0149.png,"[0, 7, 8, 9]"
batch_02_vt/0150.jpg,batch_02_vt_masks/0150.png,"[0, 9]"
batch_02_vt/0152.jpg,batch_02_vt_masks/0152.png,"[0, 6, 9]"
batch_02_vt/0153.jpg,batch_02_vt_masks/0153.png,"[0, 7, 9]"
batch_02_vt/0154.jpg,batch_02_vt_masks/0154.png,"[0, 7, 8, 9]"
batch_02_vt/0155.jpg,batch_02_vt_masks/0155.png,"[0, 9]"
batch_02_vt/0156.jpg,batch_02_vt_masks/0156.png,"[0, 2, 8, 9]"
batch_02_vt/0157.jpg,batch_02_vt_masks/0157.png,"[0, 2, 7, 8, 9]"
batch_02_vt/0160.jpg,batch_02_vt_masks/0160.png,"[0, 8, 9]"
batch_02_vt/0161.jpg,batch_02_vt_masks/0161.png,"[0, 9]"
batch_02_vt/0162.jpg,batch_02_vt_masks/0162.png,"[0, 3, 8, 9]"
batch_02_vt/0163.jpg,batch_02_vt_masks/0163.png,"[0, 3, 5, 8, 9]"
batch_02_vt/0164.jpg,batch_02_vt_masks/0164.png,"[0, 8, 9]"
batch_02_vt/0166.jpg,batch_02_vt_masks/0166.png,"[0, 2, 3, 7, 9]"
batch_02_vt/0167.jpg,batch_02_vt_masks/0167.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0168.jpg,batch_02_vt_masks/0168.png,"[0, 3, 7, 8, 9]"
batch_02_vt/0169.jpg,batch_02_vt_masks/0169.png,"[0, 3, 7, 9]"
batch_02_vt/0170.jpg,batch_02_vt_masks/0170.png,"[0, 7, 9]"
batch_02_vt/0172.jpg,batch_02_vt_masks/0172.png,"[0, 3]"
batch_02_vt/0173.jpg,batch_02_vt_masks/0173.png,"[0, 3, 9]"
batch_02_vt/0174.jpg,batch_02_vt_masks/0174.png,"[0, 9]"
batch_02_vt/0175.jpg,batch_02_vt_masks/0175.png,"[0, 9]"
batch_02_vt/0177.jpg,batch_02_vt_masks/0177.png,"[0, 3, 9]"
batch_02_vt/0179.jpg,batch_02_vt_masks/0179.png,"[0, 3, 8, 9]"
batch_02_vt/0180.jpg,batch_02_vt_masks/0180.png,"[0, 3, 9]"
batch_02_vt/0184.jpg,batch_02_vt_masks/0184.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0185.jpg,batch_02_vt_masks/0185.png,"[0, 8, 9]"
batch_02_vt/0186.jpg,batch_02_vt_masks/0186.png,"[0, 8]"
batch_02_vt/0187.jpg,batch_02_vt_masks/0187.png,"[0, 1, 2, 8, 9]"
batch_02_vt/0188.jpg,batch_02_vt_masks/0188.png,"[0, 3, 7, 9]"
batch_02_vt/0190.jpg,batch_02_vt_masks/0190.png,"[0, 3, 9]"
batch_02_vt/0191.jpg,batch_02_vt_masks/0191.png,"[0, 8, 9]"
batch_02_vt/0192.jpg,batch_02_vt_masks/0192.png,"[0, 7, 8, 9]"
batch_02_vt/0193.jpg,batch_02_vt_masks/0193.png,"[0, 2, 3, 7, 8, 9]"
batch_02_vt/0195.jpg,batch_02_vt_masks/0195.png,"[0, 2, 3, 8]"
batch_02_vt/0196.jpg,batch_02_vt_masks/0196.png,"[0, 2, 3, 9]"
batch_02_vt/0198.jpg,batch_02_vt_masks/0198.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0199.jpg,batch_02_vt_masks/0199.png,"[0, 3, 9]"
batch_02_vt/0202.jpg,batch_02_vt_masks/0202.png,"[0, 2, 9]"
batch_02_vt/0203.jpg,batch_02_vt_masks/0203.png,"[0, 2, 3, 5, 7, 8, 9]"
batch_02_vt/0204.jpg,batch_02_vt_masks/0204.png,"[0, 2, 3, 7, 9, 11]"
batch_02_vt/0206.jpg,batch_02_vt_masks/0206.png,"[0, 4]"
batch_02_vt/0207.jpg,batch_02_vt_masks/0207.png,"[0, 2, 7, 8, 9]"
batch_02_vt/0208.jpg,batch_02_vt_masks/0208.png,"[0, 3, 7, 9]"
batch_02_vt/0210.jpg,batch_02_vt_masks/0210.png,"[0, 2, 3, 4, 7, 9]"
batch_02_vt/0211.jpg,batch_02_vt_masks/0211.png,"[0, 3, 9]"
batch_02_vt/0212.jpg,batch_02_vt_masks/0212.png,"[0, 2, 3, 9]"
batch_02_vt/0213.jpg,batch_02_vt_masks/0213.png,"[0, 1, 2, 3, 7, 9]"
batch_02_vt/0214.jpg,batch_02_vt_masks/0214.png,"[0, 3, 5, 9]"
batch_02_vt/0215.jpg,batch_02_vt_masks/0215.png,"[0, 3, 7]"
batch_02_vt/0217.jpg,batch_02_vt_masks/0217.png,"[0, 3, 9]"
batch_02_vt/0218.jpg,batch_02_vt_masks/0218.png,"[0, 3, 8, 9]"
batch_02_vt/0221.jpg,batch_02_vt_masks/0221.png,"[0, 2, 3]"
batch_02_vt/0223.jpg,batch_02_vt_masks/0223.png,"[0, 2, 3]"
batch_02_vt/0225.jpg,batch_02_vt_masks/0225.png,"[0, 2, 3]"
batch_02_vt/0226.jpg,batch_02_vt_masks/0226.png,"[0, 2, 7, 9]"
batch_02_vt/0228.jpg,batch_02_vt_masks/0228.png,"[0, 3]"
batch_02_vt/0229.jpg,batch_02_vt_masks/0229.png,"[0, 3, 7, 9]"
batch_02_vt/0230.jpg,batch_02_vt_masks/0230.png,"[0, 3]"
batch_02_vt/0231.jpg,batch_02_vt_masks/0231.png,"[0, 3]"
batch_02_vt/0233.jpg,batch_02_vt_masks/0233.png,"[0, 2, 3, 7, 9]"
batch_02_vt/0234.jpg,batch_02_vt_masks/0234.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0235.jpg,batch_02_vt_masks/0235.png,"[0, 3]"
batch_02_vt/0236.jpg,batch_02_vt_masks/0236.png,"[0, 3, 9]"
batch_02_vt/0238.jpg,batch_02_vt_masks/0238.png,"[0, 9]"
batch_02_vt/0239.jpg,batch_02_vt_masks/0239.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0240.jpg,batch_02_vt_masks/0240.png,"[0, 3]"
batch_02_vt/0241.jpg,batch_02_vt_masks/0241.png,"[0, 2, 3]"
batch_02_vt/0242.jpg,batch_02_vt_masks/0242.png,"[0, 3]"
batch_02_vt/0244.jpg,batch_02_vt_masks/0244.png,"[0, 2, 3, 4, 9]"
batch_02_vt/0246.jpg,batch_02_vt_masks/0246.png,"[0, 2, 3, 8, 9]"
batch_02_vt/0247.jpg,batch_02_vt_masks/0247.png,"[0, 2, 3, 5, 7, 8, 9]"
batch_02_vt/0248.jpg,batch_02_vt_masks/0248.png,"[0, 3, 8]"
batch_02_vt/0249.jpg,batch_02_vt_masks/0249.png,"[0, 3]"
